"""Preliminär Huvudbok""",,,,,,,,
Samis Jackets AB,,,,,,,,
559489-5301,,,,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:44",,,,,,,,
,,,,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,,,,
,,,,,,,,
,,,,,,,,
"""Konto""","""Verifikation""","""Datum""","""Beskrivning""","""Momskod""","""Moms""","""Debet""","""Kredit""","""Saldo"""
"1220 Inventarier, verktyg och installationer",,,,,,,,
,A 147,2024-12-27,apple.com bill,,,"39,00",,"1 504,21"
,A 155,2024-12-27,apple.com bill,,,"35,06",,"1 539,27"
,A 786,2025-10-02,Hallon SEK 100.00 SEK,,,"80,00",,"1 619,27"
,A 787,2025-10-02,Hallon USD 9.40 USD kurs 9.35988,,,"70,40",,"1 689,67"
,A 806,2025-11-02,Hallon EUR 11.78 EUR kurs 10.9513,,,"103,20",,"1 792,87"
,A 934,2025-12-15,Fretag mobil Telia 47460035,,,"455,20",,"2 248,07"
,,,"""Utgående saldo:""",,"0,00","2 248,07","0,00","2 248,07"
,,,,,,,,
6250 Porto,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 628,2025-07-07,Bolagsverket registration fee,,,"507,00",,"507,00"
,A 639,2025-07-18,Administrative fee payment,,,"500,00",,"1 007,00"
,A 642,2025-07-22,Administrative fee payment,,,"250,00",,"1 257,00"
,A 674,2025-08-27,Administrative fee payment,,,"500,00",,"1 757,00"
,,,"""Utgående saldo:""",,"0,00","1 757,00","0,00","1 757,00"
,,,,,,,,
6310 Företagsförsäkringar,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 18,2024-10-30,"LF SRMLAND FRSKRINGSPREMIE F: 69006*00 (korrigerad med verifikation A241 av Mohammad Sami Alsharef, 2025-06-27)",,,"3 960,00",,"3 960,00"
,A 172,2024-10-30,"Korrigering av ver.nr. A21, LF SRMLAND FRSKRINGSPREMIE F: 69006*00 (av Mohammad Sami Alsharef, 2025-06-27)",,,,"3 960,00","0,00"
,A 173,2024-11-13,frskring,,,"3 960,00",,"3 960,00"
,A 867,2025-10-17,Forsakring 53020525,,,"3 763,00",,"7 723,00"
,,,"""Utgående saldo:""",,"0,00","11 683,00","3 960,00","7 723,00"
,,,,,,,,
6500 Övriga externa tjänster (gruppkonto),,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 998,2025-10-01,Google GSUITE - Fretagstjanst,,,"63,77",,"63,77"
,A 1017,2025-10-11,Apple.com iCloud - Fretagstjanst,,,"199,20",,"262,97"
,A 1001,2025-10-13,Shopify Platform - E-handel,,,"323,67",,"586,64"
,A 1016,2025-10-16,Apple.com iCloud - Fretagstjanst,,,"14,40",,"601,04"
,A 984,2025-10-23,Fortnox Bokforingsprogram,,,"119,20",,"720,24"
,A 985,2025-11-01,Fortnox Bokforingsprogram,,,"119,20",,"839,44"
,A 996,2025-11-01,Google GSUITE - Fretagstjanst,,,"63,12",,"902,56"
,A 1002,2025-11-12,Shopify Platform - E-handel,,,"400,49",,"1 303,05"
,A 986,2025-11-14,Fortnox Bokforingsprogram,,,"19,20",,"1 322,25"
,A 1013,2025-11-16,Apple.com iCloud - Fretagstjanst,,,"13,60",,"1 335,85"
,A 997,2025-12-01,Google GSUITE - Fretagstjanst,,,"63,42",,"1 399,27"
,A 1014,2025-12-11,Apple.com iCloud - Fretagstjanst,,,"199,20",,"1 598,47"
,A 987,2025-12-12,Fortnox Bokforingsprogram,,,"119,20",,"1 717,67"
,A 1015,2025-12-16,Apple.com iCloud - Fretagstjanst,,,"14,40",,"1 732,07"
,,,"""Utgående saldo:""",,"0,00","1 732,07","0,00","1 732,07"
,,,,,,,,
6530 Redovisningstjänster,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 1023,2025-11-12,Frseningsavgift Skattekonto,,,"625,00",,"625,00"
,,,"""Utgående saldo:""",,"0,00","625,00","0,00","625,00"
,,,,,,,,
6540 IT-tjänster,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 63,2024-11-01,google GSUITE SAMISJAC,,,"163,15",,"163,15"
,A 83,2024-12-17,GOOGLE Google Workspace,,,"162,14",,"325,29"
,,,"""Utgående saldo:""",,"0,00","325,29","0,00","325,29"
,,,,,,,,
6570 Bankkostnader,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 168,2024-10-01,BANKKOSTNADER,,,"70,00",,"70,00"
,A 411,2024-10-25,Bank details order checkout,,,"520,00",,"590,00"
,A 167,2024-11-01,BANKKOSTNADER,,,"70,00",,"660,00"
,A 339,2024-11-11,Sales Clearance Commission Cards,,,"17,00",,"677,00"
,A 338,2024-11-14,Sales Clearance Commission Cards,,,"32,00",,"709,00"
,A 337,2024-11-15,Sales Clearance Commission Cards,,,"34,00",,"743,00"
,A 336,2024-11-17,Sales Clearance Commission Cards,,,"32,00",,"775,00"
,A 335,2024-11-18,Sales Clearance Commission Cards,,,"30,00",,"805,00"
,A 334,2024-11-22,Sales Clearance Commission Cards,,,"34,00",,"839,00"
,A 332,2024-11-23,Sales Clearance Commission Cards,,,"29,00",,"868,00"
,A 333,2024-11-23,Sales Clearance Commission Cards,,,"3,00",,"871,00"
,A 329,2024-11-26,Sales Clearance Commission Cards,,,"17,00",,"888,00"
,A 330,2024-11-26,Sales Clearance Commission Cards,,,"32,00",,"920,00"
,A 331,2024-11-26,Sales Clearance Commission Cards,,,"19,00",,"939,00"
,A 327,2024-11-27,Sales Clearance Commission Cards,,,"26,00",,"965,00"
,A 328,2024-11-27,Sales Clearance Commission Cards,,,"30,00",,"995,00"
,A 325,2024-11-29,Sales Clearance Commission Cards,,,"17,00",,"1 012,00"
,A 326,2024-11-29,Sales Clearance Commission Cards,,,"26,00",,"1 038,00"
,A 324,2024-11-30,Billing Fee - Account Default Plan (2024-10-31 - 2024-11-29),,,"58,00",,"1 096,00"
,A 165,2024-12-01,BANKKOSTNADER,,,"70,00",,"1 166,00"
,A 323,2024-12-02,Sales Clearance Commission Cards,,,"3,00",,"1 169,00"
,A 320,2024-12-04,Sales Clearance Commission Cards,,,"32,00",,"1 201,00"
,A 322,2024-12-04,Sales Clearance Commission Cards,,,"32,00",,"1 233,00"
,A 96,2024-12-05,Viva bankavgift retur,,,,"45,83","1 187,17"
,A 97,2024-12-05,BANKKOSTNADER,,,"298,37",,"1 485,54"
,A 317,2024-12-05,Billing Fee - Foreign Currency Fee for Transaction Amount 900.49 USD (2024-12-04),,,"298,00",,"1 783,54"
,A 316,2024-12-06,Sales Clearance Commission Cards,,,"46,00",,"1 829,54"
,A 315,2024-12-07,Sales Clearance Commission Cards,,,"23,00",,"1 852,54"
,A 313,2024-12-11,Sales Clearance Commission Cards,,,"32,00",,"1 884,54"
,A 314,2024-12-11,Sales Clearance Commission Cards,,,"23,00",,"1 907,54"
,A 312,2024-12-13,Sales Clearance Commission Cards,,,"32,00",,"1 939,54"
,A 311,2024-12-14,Sales Clearance Commission Cards,,,"28,00",,"1 967,54"
,A 310,2024-12-16,Sales Clearance Commission Cards,,,"5,00",,"1 972,54"
,A 307,2024-12-20,Sales Clearance Commission Cards,,,"17,00",,"1 989,54"
,A 308,2024-12-20,Sales Clearance Commission Cards,,,"17,00",,"2 006,54"
,A 309,2024-12-20,Sales Clearance Commission Cards,,,"17,00",,"2 023,54"
,A 305,2024-12-21,Sales Clearance Commission Cards,,,"28,00",,"2 051,54"
,A 98,2024-12-22,Viva bankavgift retur,,,,"0,81","2 050,73"
,A 300,2024-12-23,Sales Clearance Commission Cards,,,"23,00",,"2 073,73"
,A 301,2024-12-23,Sales Clearance Commission Cards,,,"46,00",,"2 119,73"
,A 302,2024-12-23,Sales Clearance Commission Cards,,,"32,00",,"2 151,73"
,A 303,2024-12-23,Sales Clearance Commission Cards,,,"8,00",,"2 159,73"
,A 304,2024-12-23,Sales Clearance Commission Cards,,,"8,00",,"2 167,73"
,A 299,2024-12-26,Sales Clearance Commission Cards,,,"14,00",,"2 181,73"
,A 298,2024-12-27,Sales Clearance Commission Cards,,,"7,00",,"2 188,73"
,A 296,2024-12-28,Sales Clearance Commission Cards,,,"24,00",,"2 212,73"
,A 297,2024-12-28,Sales Clearance Commission Cards,,,"37,00",,"2 249,73"
,A 294,2024-12-30,Sales Clearance Commission Cards,,,"14,00",,"2 263,73"
,A 295,2024-12-30,Sales Clearance Commission Cards,,,"37,00",,"2 300,73"
,A 340,2024-12-30,Viva Wallet - Money out to IBAN fee,,,"6,00",,"2 306,73"
,A 99,2024-12-31,banktjnster avgift,,,"58,00",,"2 364,73"
,A 292,2024-12-31,Billing Fee - Account Default Plan (2024-11-30 - 2024-12-30),,,"58,00",,"2 422,73"
,A 293,2024-12-31,Sales Clearance Commission Cards,,,"14,00",,"2 436,73"
,A 290,2025-01-02,Sales Clearance Commission Cards,,,"14,00",,"2 450,73"
,A 291,2025-01-02,Sales Clearance Commission Cards,,,"12,00",,"2 462,73"
,A 288,2025-01-06,Sales Clearance Commission Cards,,,"43,00",,"2 505,73"
,A 289,2025-01-06,Sales Clearance Commission Cards,,,"46,00",,"2 551,73"
,A 285,2025-01-07,Sales Clearance Commission Cards,,,"32,00",,"2 583,73"
,A 286,2025-01-07,Sales Clearance Commission Cards,,,"35,00",,"2 618,73"
,A 287,2025-01-07,Sales Clearance Commission Cards,,,"17,00",,"2 635,73"
,A 283,2025-01-10,Sales Clearance Commission Cards,,,"30,00",,"2 665,73"
,A 280,2025-01-13,Sales Clearance Commission Cards,,,"22,00",,"2 687,73"
,A 279,2025-01-14,Sales Clearance Commission Cards,,,"23,00",,"2 710,73"
,A 278,2025-01-15,Sales Clearance Commission Cards,,,"20,00",,"2 730,73"
,A 276,2025-01-16,Sales Clearance Commission Cards,,,"13,00",,"2 743,73"
,A 275,2025-01-17,Sales Clearance Commission Cards,,,"11,00",,"2 754,73"
,A 273,2025-01-19,Sales Clearance Commission Cards,,,"11,00",,"2 765,73"
,A 274,2025-01-19,Sales Clearance Commission Cards,,,"25,00",,"2 790,73"
,A 257,2025-01-20,Sales Clearance Commission Cards,,,"11,00",,"2 801,73"
,A 271,2025-01-20,Sales Clearance Commission Cards,,,"13,00",,"2 814,73"
,A 272,2025-01-20,Sales Clearance Commission Cards,,,"13,00",,"2 827,73"
,A 255,2025-01-21,Sales Clearance Commission Cards,,,"16,00",,"2 843,73"
,A 256,2025-01-21,Sales Clearance Commission Cards,,,"25,00",,"2 868,73"
,A 244,2025-01-24,Sales Clearance Commission Cards,,,"69,00",,"2 937,73"
,A 245,2025-01-24,Sales Clearance Commission Cards,,,"30,00",,"2 967,73"
,A 246,2025-01-24,Sales Clearance Commission Cards,,,"42,00",,"3 009,73"
,A 247,2025-01-24,Sales Clearance Commission Cards,,,"12,00",,"3 021,73"
,A 241,2025-01-26,Sales Clearance Commission Cards,,,"5,00",,"3 026,73"
,A 237,2025-01-27,Sales Clearance Commission Cards,,,"3,00",,"3 029,73"
,A 238,2025-01-27,Sales Clearance Commission Cards,,,"75,00",,"3 104,73"
,A 239,2025-01-27,Sales Clearance Commission Cards,,,"15,00",,"3 119,73"
,A 240,2025-01-27,Sales Clearance Commission Cards,,,"13,00",,"3 132,73"
,A 231,2025-01-28,Sales Clearance Commission Cards,,,"17,00",,"3 149,73"
,A 233,2025-01-28,Sales Clearance Commission Cards,,,"13,00",,"3 162,73"
,A 230,2025-01-29,Sales Clearance Commission Cards,,,"45,00",,"3 207,73"
,A 223,2025-01-31,Billing Fee - Account Default Plan (2024-12-31 - 2025-01-30),,,"58,00",,"3 265,73"
,A 224,2025-01-31,Sales Clearance Commission Cards,,,"22,00",,"3 287,73"
,A 227,2025-01-31,Sales Clearance Commission Cards,,,"7,00",,"3 294,73"
,A 220,2025-02-01,Sales Clearance Commission Cards,,,"13,00",,"3 307,73"
,A 221,2025-02-01,Sales Clearance Commission Cards,,,"16,00",,"3 323,73"
,A 768,2025-02-01,Manadsavgift Foretagskonto - February,,,"70,00",,"3 393,73"
,A 219,2025-02-02,Sales Clearance Commission Cards,,,"25,00",,"3 418,73"
,A 216,2025-02-03,Sales Clearance Commission Cards,,,"3,00",,"3 421,73"
,A 217,2025-02-03,Sales Clearance Commission Cards,,,"42,00",,"3 463,73"
,A 218,2025-02-03,Sales Clearance Commission Cards,,,"8,00",,"3 471,73"
,A 212,2025-02-04,Sales Clearance Commission Cards,,,"8,00",,"3 479,73"
,A 215,2025-02-04,Sales Clearance Commission Cards,,,"3,00",,"3 482,73"
,A 211,2025-02-05,Sales Clearance Commission Cards,,,"11,00",,"3 493,73"
,A 207,2025-02-07,Sales Clearance Commission Cards,,,"16,00",,"3 509,73"
,A 202,2025-02-09,Sales Clearance Commission Cards,,,"20,00",,"3 529,73"
,A 183,2025-02-19,Billing Fee - Foreign Currency Fee for Transaction Amount 41.72 EUR (2025-02-18),,,"14,00",,"3 543,73"
,A 180,2025-02-28,Billing Fee - In-Person Default (2025-01-31 - 2025-02-27),,,"58,00",,"3 601,73"
,A 769,2025-03-01,Manadsavgift Foretagskonto - March,,,"70,00",,"3 671,73"
,A 770,2025-04-01,Manadsavgift Foretagskonto - April,,,"70,00",,"3 741,73"
,A 771,2025-05-01,Manadsavgift Foretagskonto - May,,,"70,00",,"3 811,73"
,A 772,2025-06-01,Manadsavgift Foretagskonto - June,,,"70,00",,"3 881,73"
,A 616,2025-07-01,Bank fee - Marginalen monthly,,,"70,00",,"3 951,73"
,A 648,2025-07-30,Card terminal maintenance fee,,,"248,00",,"4 199,73"
,A 651,2025-08-01,Bank fee - August monthly,,,"70,00",,"4 269,73"
,A 688,2025-09-01,Bank fee - September monthly,,,"70,00",,"4 339,73"
,A 695,2025-09-03,Bank service fees,,,"248,00",,"4 587,73"
,A 724,2025-09-26,Plusgiro service fee,,,"248,00",,"4 835,73"
,A 739,2025-09-30,Worldline transaction fees Q3 2025,,,"772,36",,"5 608,09"
,A 852,2025-10-01,Manadsavgift Foretagskonto okt,,,"70,00",,"5 678,09"
,A 789,2025-10-06,Wise avgift SEK 26.20 SEK,,,"26,20",,"5 704,29"
,A 790,2025-10-06,SEK till TRY 12486 SEK kurs 4.43116,,,"53,46",,"5 757,75"
,A 791,2025-10-06,EUR till TRY 124.81 EUR kurs 48.6857,,,"6,34",,"5 764,09"
,A 859,2025-10-08,Bankgiro betalning 2027001,,,"400,00",,"6 164,09"
,A 794,2025-10-10,SEK till USD 2870 SEK kurs 0.105,,,"12,86",,"6 176,95"
,A 866,2025-10-17,Svea Ekonomi kortterminal,,,"198,40",,"6 375,35"
,A 951,2025-10-31,Worldline avgift oktober,,,"400,67",,"6 776,02"
,A 805,2025-11-01,TikTok Ads EUR 23.45 EUR kurs 10.9513,,,"2,29",,"6 778,31"
,A 881,2025-11-01,Manadsavgift Foretagskonto nov,,,"70,00",,"6 848,31"
,A 806,2025-11-02,Hallon EUR 11.78 EUR kurs 10.9513,,,"0,88",,"6 849,19"
,A 885,2025-11-07,Bank avgift enskildfirma samis,,,"1 000,00",,"7 849,19"
,A 810,2025-11-14,Shipit.se frakt EUR 91.08 EUR kurs 10.9795,,,"4,63",,"7 853,82"
,A 893,2025-11-17,Svea Ekonomi kortterminal,,,"198,40",,"8 052,22"
,A 811,2025-11-19,TikTok Ads EUR 178.32 EUR kurs 11.0027,,,"12,10",,"8 064,32"
,A 898,2025-11-20,Svea Ekonomi kortterminal,,,"198,40",,"8 262,72"
,A 814,2025-11-25,Booking.com flight EUR 624.99 EUR kurs 1.15685,,,"33,07",,"8 295,79"
,A 816,2025-11-27,Forex EUR 2.91 EUR kurs 10.9894,,,"0,12",,"8 295,91"
,A 817,2025-11-27,Arlanda Walk Through EUR 32.00 EUR kurs 10.9989,,,"1,55",,"8 297,46"
,A 818,2025-11-27,Jureskog mat EUR 52.65 EUR kurs 10.9975,,,"3,18",,"8 300,64"
,A 819,2025-11-27,Take Away Mart EUR 4.46 EUR kurs 10.9952,,,"0,28",,"8 300,92"
,A 820,2025-11-28,Beijing Airport mat EUR 0.98 EUR kurs 8.19996 CNY,,,"0,10",,"8 301,02"
,A 822,2025-11-28,EUR till SEK 3633.31 EUR kurs 10.9945,,,"228,39",,"8 529,41"
,A 952,2025-11-30,Worldline avgift november,,,"811,68",,"9 341,09"
,A 913,2025-12-01,Manadsavgift Foretagskonto dec,,,"70,00",,"9 411,09"
,A 825,2025-12-04,Future World Tech Kina 31472.19 USD kurs 0.10645,,,"1 358,76",,"10 769,85"
,A 827,2025-12-08,Shopify avgift EUR 106.61 EUR,,,"1 226,58",,"11 996,43"
,A 828,2025-12-08,EUR till USD 465.94 EUR kurs 1.1651,,,"19,24",,"12 015,67"
,A 829,2025-12-09,SEK till USD 15546 SEK kurs 0.10707,,,"108,46",,"12 124,13"
,A 830,2025-12-11,Beijing mat USD 75.61 USD kurs 7.0621 CNY,,,"1,58",,"12 125,71"
,A 831,2025-12-11,Malardalstrafik USD 79.49 USD kurs 9.23423,,,"1,49",,"12 127,20"
,A 833,2025-12-12,Circle K drivmedel USD 67.13 USD kurs 9.28897,,,"1,12",,"12 128,32"
,A 834,2025-12-12,Fadushka mat USD 2.16 USD kurs 9.27977,,,"0,07",,"12 128,39"
,A 836,2025-12-15,Shopify avgift EUR 2.88 EUR,,,"33,12",,"12 161,51"
,A 935,2025-12-15,Plusgiro betalning 47704044,,,"198,40",,"12 359,91"
,A 837,2025-12-17,Shopify avgift EUR 19.43 EUR,,,"223,44",,"12 583,35"
,A 838,2025-12-17,Shopify avgift USD 32.95 USD kurs 0.85346,,,"303,60",,"12 886,95"
,A 839,2025-12-17,Loan repayment USD 225.96 USD kurs 9.33791,,,"4,00",,"12 890,95"
,A 840,2025-12-19,One.com USD 13.75 USD kurs 9.31722,,,"0,35",,"12 891,30"
,A 941,2025-12-22,Svea Ekonomi kortterminal,,,"198,40",,"13 089,70"
,A 841,2025-12-24,Bolagsverket USD 240.06 USD kurs 9.16446,,,"4,70",,"13 094,40"
,A 842,2025-12-24,PRV registrering USD 294.43 USD kurs 9.17034,,,"5,72",,"13 100,12"
,A 843,2025-12-25,TikTok Ads USD 179.76 USD kurs 9.17929,,,"3,26",,"13 103,38"
,A 844,2025-12-25,Loan repayment USD 205.02 USD kurs 9.17442,,,"3,86",,"13 107,24"
,A 845,2025-12-25,Loan repayment USD 7.49 USD kurs 9.17442,,,"0,12",,"13 107,36"
,A 846,2025-12-25,Loan repayment USD 63.11 USD kurs 9.17442,,,"1,23",,"13 108,59"
,A 848,2025-12-29,EUR till USD 86.47 EUR kurs 1.1762,,,"3,45",,"13 112,04"
,A 849,2025-12-29,St1 drivmedel USD 96.07 USD kurs 9.17915,,,"1,65",,"13 113,69"
,A 850,2025-12-30,TikTok Ads USD 152.94 USD kurs 9.19322,,,"2,98",,"13 116,67"
,A 851,2025-12-31,TikTok Ads USD 152.46 USD kurs 9.22201,,,"2,54",,"13 119,21"
,A 953,2025-12-31,Worldline avgift december,,,"542,83",,"13 662,04"
,A 1036,2025-12-31,"Wise avstñmning SEK, USD, GBP, EUR",,,"6 287,44",,"19 949,48"
,,,"""Utgående saldo:""",,"0,00","19 996,12","46,64","19 949,48"
,,,,,,,,
6590 Övriga externa tjänster,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 143,2024-09-14,Shopify * 273667915,,,"169,75",,"169,75"
,A 142,2024-09-18,Shopify * 274917290,,,"11,53",,"181,28"
,A 46,2024-10-18,shopify avgift f. 285551379,,,"1 222,65",,"1 403,93"
,A 93,2024-11-17,shopify avgift f. 296203582,,,"1 779,28",,"3 183,21"
,A 94,2024-12-17,shopify avgift f. 307497458,,,"2 221,25",,"5 404,46"
,,,"""Utgående saldo:""",,"0,00","5 404,46","0,00","5 404,46"
,,,,,,,,
6990 Övriga externa kostnader,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 604,2025-01-31,Avskrivning av stulna damjackor (frsta 4 mnader),,,"5 462,99",,"5 462,99"
,A 603,2025-06-30,Avskrivning av skadade damjackor (transport/knappar),,,"9 245,06",,"14 708,05"
,A 1003,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,"17,02",,"14 725,07"
,A 1004,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,"83,61",,"14 808,68"
,A 1005,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,"51,10",,"14 859,78"
,A 1006,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,"51,10",,"14 910,88"
,A 1007,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,"48,00",,"14 958,88"
,A 1008,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,"48,00",,"15 006,88"
,A 1009,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,"48,00",,"15 054,88"
,A 1010,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,"16,00",,"15 070,88"
,A 983,2025-12-09,YESIM Roaming - Kinaresa,,,"167,17",,"15 238,05"
,,,"""Utgående saldo:""",,"0,00","15 238,05","0,00","15 238,05"
,,,,,,,,
"6991 Övriga externa kostnader, avdragsgilla",,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 3,2024-07-10,LAGERBOLAGET F.102576,,,"7 590,00",,"7 590,00"
,A 170,2024-09-08,avgift bankintyg,,,"995,00",,"8 585,00"
,A 9,2024-09-14,(RECOMPUTE IT NORDIC ),,,"400,00",,"8 985,00"
,A 20,2024-10-01,"CARGO CENTER KONTANTF, 202406312 FLYterminalavgift",,,"2 624,70",,"11 609,70"
,A 23,2024-10-09,Dollarstore,,,"340,86",,"11 950,56"
,A 117,2024-10-10,patent och regverket,,,"2 400,00",,"14 350,56"
,A 154,2024-10-22,n26 top-up,,,"233,10",,"14 583,66"
,A 19,2024-10-28,CARGO CENTER KONTANTF. 202407034 FLYterminalavgift,,,"3 069,90",,"17 653,56"
,A 70,2024-12-03,Bolagsverket avgift,,,"1 400,00",,"19 053,56"
,A 90,2024-12-30,Crona kassasystem,,,"176,00",,"19 229,56"
,A 282,2025-01-11,Viva Wallet Card Purchase - BOLAGSVERKET,,,"1 400,00",,"20 629,56"
,A 248,2025-01-23,Viva Wallet Card Refund - BOLAGSVERKET,,,,"1 400,00","19 229,56"
,A 443,2025-01-27,Card transaction Back Market,,,"2 679,64",,"21 909,20"
,A 442,2025-02-03,Card refund Back Market,,,,"2 679,64","19 229,56"
,A 213,2025-02-04,Viva Wallet Card Purchase - Freightseeker AB,,,"69,00",,"19 298,56"
,A 214,2025-02-04,Viva Wallet Card Purchase - Freightseeker AB,,,"78,00",,"19 376,56"
,A 210,2025-02-05,Viva Wallet Card Purchase - Freightseeker AB,,,"72,00",,"19 448,56"
,A 204,2025-02-08,Viva Wallet Card Purchase - Freightseeker AB,,,"105,00",,"19 553,56"
,A 194,2025-02-12,Viva Wallet Card Purchase - Freightseeker AB,,,"69,00",,"19 622,56"
,A 195,2025-02-12,Viva Wallet Card Purchase - Freightseeker AB,,,"126,00",,"19 748,56"
,A 401,2025-02-12,Card transaction Clas Ohlson,,,"45,85",,"19 794,41"
,A 416,2025-02-12,Card transaction Clas Ohlson,,,"61,10",,"19 855,51"
,A 440,2025-02-12,Card transaction Clas Ohlson,,,"96,61",,"19 952,12"
,A 575,2025-02-28,Bankgiro - Avgift med moms,,,"2 000,00",,"21 952,12"
,A 576,2025-02-28,Bankgiro - Avgift med moms,,,"499,20",,"22 451,32"
,A 574,2025-03-10,Bankgiro - Avgift med moms,,,"641,60",,"23 092,92"
,A 392,2025-03-13,Card transaction Normal,,,"281,00",,"23 373,92"
,A 390,2025-03-14,Card transaction Normal,,,"20,00",,"23 393,92"
,A 381,2025-03-17,Card transaction Normal,,,"8,00",,"23 401,92"
,A 566,2025-03-24,Bankgiro - Avgift med moms,,,"32,80",,"23 434,72"
,A 567,2025-03-24,Bankgiro - Avgift med moms,,,"124,80",,"23 559,52"
,A 563,2025-03-27,Bankgiro - Avgift med moms,,,"499,20",,"24 058,72"
,A 774,2025-03-27,HECKSHER LINIEAGENTURER AB - Tull inspect report shipping,,,"2 300,00",,"26 358,72"
,A 375,2025-03-31,Card transaction Freightseeker,,,"127,50",,"26 486,22"
,A 775,2025-04-01,Plusgiro - Payment,,,"397,60",,"26 883,82"
,A 372,2025-04-02,Card transaction Freightseeker,,,"108,75",,"26 992,57"
,A 369,2025-04-06,Card transaction Freightseeker,,,"90,00",,"27 082,57"
,A 544,2025-04-14,Bankgiro - Avgift med moms,,,"198,40",,"27 280,97"
,A 545,2025-04-14,Bankgiro - Avgift med moms,,,"400,00",,"27 680,97"
,A 542,2025-04-15,Bankgiro - Avgift med moms,,,"78,40",,"27 759,37"
,A 354,2025-04-28,Card transaction Freightseeker,,,"90,00",,"27 849,37"
,A 533,2025-04-28,Bankgiro - Avgift med moms,,,"499,20",,"28 348,57"
,A 524,2025-05-05,Bankgiro - Avgift med moms,,,"100,00",,"28 448,57"
,A 520,2025-05-07,Bankgiro - Avgift med moms,,,"158,40",,"28 606,97"
,A 512,2025-05-16,Bankgiro - Avgift med moms,,,"198,40",,"28 805,37"
,A 504,2025-05-26,El i butiken - med moms,,,"652,80",,"29 458,17"
,A 495,2025-06-02,Bankgiro - Avgift med moms,,,"547,20",,"30 005,37"
,A 491,2025-06-03,Bankgiro - Avgift med moms,,,"198,40",,"30 203,77"
,A 480,2025-06-18,Bankgiro - Avgift med moms,,,"200,00",,"30 403,77"
,A 471,2025-06-25,Ntet - El/internet med moms,,,"499,20",,"30 902,97"
,A 465,2025-06-30,Bankgiro - Avgift med moms,,,"198,40",,"31 101,37"
,A 841,2025-12-24,Bolagsverket USD 240.06 USD kurs 9.16446,,,"2 200,00",,"33 301,37"
,A 842,2025-12-24,PRV registrering USD 294.43 USD kurs 9.17034,,,"2 700,00",,"36 001,37"
,,,"""Utgående saldo:""",,"0,00","40 081,01","4 079,64","36 001,37"
,,,,,,,,
"6992 Övriga externa kostnader, ej avdragsgilla",,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 1,2024-07-16,utgift/kostnad (vatan caddesi i istanbul TR),,,"983,41",,"983,41"
,A 2,2024-07-20,utgift/kostnad ( AKBANK/PENDIK ISANBUL TR),,,"664,26",,"1 647,67"
,A 5,2024-08-27,utgift/kostnad (AKBANK/IMC ISTANBUL),,,"987,25",,"2 634,92"
,A 7,2024-08-27,utgift/kostnad (ZAYAROGLU GIDA SAANAYI VE ),,,"250,96",,"2 885,88"
,A 13,2024-09-11,(ISTANBUL SABINA GOKCEN) TAKE AWAY,,,"192,97",,"3 078,85"
,A 44,2024-10-11,max burgers,,,"422,00",,"3 500,85"
,A 45,2024-10-11,max burgers,,,"91,00",,"3 591,85"
,A 32,2024-10-12,LIDL,,,"504,54",,"4 096,39"
,A 41,2024-10-26,max burgers,,,"490,00",,"4 586,39"
,A 42,2024-10-26,max burgers,,,"25,00",,"4 611,39"
,A 43,2024-10-29,max burgers,,,"590,00",,"5 201,39"
,A 36,2024-10-30,WILLYS,,,"1 053,40",,"6 254,79"
,A 51,2024-11-04,WILLYS,,,"1 726,09",,"7 980,88"
,A 69,2024-11-04,utgift/kostnad (willys ),,,"1 726,09",,"9 706,97"
,A 65,2024-11-09,max burgers,,,"890,00",,"10 596,97"
,A 55,2024-11-14,WILLYS,,,"3 210,24",,"13 807,21"
,A 66,2024-11-29,WILLYS,,,"1 773,13",,"15 580,34"
,A 88,2024-12-03,utgift/kostnad (HMS Host Arlanda),,,"171,00",,"15 751,34"
,A 77,2024-12-21,utgift/kostnad (willys ),,,"1 937,17",,"17 688,51"
